Date,Price,Open,High,Low,Vol.,Change %,Return,MA10,MA20,MA50,MA200,Volatility20,Price_lag1,Price_lag5,RSI,MACD,Signal,Year,Month,DayOfWeek
2020-10-13,78.35,78.85,79.26,77.93,39070000.0,0.0016,0.0015339383868080425,74.637,73.658,76.1658,76.12607843137255,0.018850946722123514,78.23,72.55,77.51396648044692,0.06342665314174667,-0.6773223184355066,2020,10,Tuesday
2020-10-14,78.17,78.73,79.19,77.29,33180000.0,-0.0023,-0.002297383535417863,75.126,73.7865,76.2558,76.16538461538461,0.01848168083182379,78.35,72.96,75.41576283441796,0.30581761989451195,-0.4806943307695029,2020,10,Wednesday
2020-10-15,77.77,77.22,78.57,77.06,31230000.0,-0.0051,-0.005117052577715331,75.464,73.95750000000001,76.3322,76.1956603773585,0.018055827439090052,78.17,74.17,71.68405365126677,0.46033113948833204,-0.2924892367179359,2020,10,Thursday
2020-10-16,78.39,78.09,78.89,77.88,34210000.0,0.0079,0.007972225794008025,76.025,74.2495,76.395,76.2362962962963,0.01695973272588996,77.77,75.52,70.90352220520674,0.6256014908568517,-0.10887109120297839,2020,10,Friday
2020-10-19,76.5,78.8,79.2,76.15,29730000.0,-0.0241,-0.024110218140068862,76.261,74.499,76.42660000000001,76.24109090909091,0.017643482702192254,78.39,78.23,60.973936899862835,0.5971882163922118,0.03234077031605964,2020,10,Monday
2020-10-20,77.55,76.16,78.69,76.03,41720000.0,0.0138,0.013725490196078383,76.761,74.727,76.4808,76.2644642857143,0.017352906817083798,76.5,78.35,63.67713004484303,0.6518822239610387,0.15624906104505548,2020,10,Tuesday
2020-10-21,79.3,78.49,80.76,78.36,60320000.0,0.0225,0.022566086395873652,77.395,75.16850000000001,76.5862,76.3177192982456,0.015411402053773554,77.55,78.17,65.1076923076923,0.8269059367404736,0.2903804361841391,2020,10,Wednesday
2020-10-22,80.33,79.25,80.67,78.87,30520000.0,0.013000000000000001,0.012988650693568804,78.011,75.628,76.68560000000001,76.38689655172413,0.015472248866158144,79.3,77.77,74.09061901723037,1.0367745899239083,0.439659266932093,2020,10,Thursday
2020-10-23,81.65,80.75,81.71,80.6,30550000.0,0.016399999999999998,0.016432217104444202,78.624,76.113,76.80199999999999,76.47610169491526,0.015601756303444552,80.33,78.39,74.02431222008957,1.2946856476610833,0.6106645430778911,2020,10,Friday
2020-10-26,79.21,80.75,81.48,78.39,35830000.0,-0.0298,-0.029883649724433692,78.72200000000001,76.42699999999999,76.8816,76.52166666666668,0.0174714184878375,81.65,76.5,70.20631067961162,1.2873545886498903,0.746002552192291,2020,10,Monday
2020-10-27,79.94,79.45,80.1,78.85,25900000.0,0.0092,0.009216008079788063,78.881,76.75899999999999,76.9642,76.57770491803278,0.017505793487206486,79.21,77.55,70.7738095238095,1.3251737921180649,0.8618368001774457,2020,10,Tuesday
2020-10-28,75.54,77.5,77.69,75.42,45170000.0,-0.055099999999999996,-0.05504128096072047,78.61800000000001,76.87199999999999,76.9192,76.56096774193549,0.02199763671592693,79.94,79.3,53.426713356678356,0.9887053755519162,0.8872105152523397,2020,10,Wednesday
2020-10-29,77.84,75.85,79.44,75.83,55410000.0,0.0305,0.030447445062218748,78.625,77.0445,76.9314,76.58126984126984,0.022741445957263778,75.54,80.33,55.53963705826171,0.8972990050165777,0.8892282132051874,2020,10,Thursday
2020-10-30,80.81,83.37,84.07,80.08,99920000.0,0.038,0.038155190133607464,78.86699999999999,77.446,76.97139999999999,76.64734375,0.02332135080335894,77.84,81.65,56.08490566037735,1.0523817744829955,0.9218589254607491,2020,10,Friday
2020-11-02,81.22,81.18,82.91,80.71,44230000.0,0.0051,0.005073629501299193,79.33900000000001,77.8,77.0202,76.7176923076923,0.023114202176681174,80.81,79.21,56.677524429967434,1.1945989668059127,0.9764069337297818,2020,11,Monday
2020-11-03,82.28,81.54,82.95,80.61,31430000.0,0.0131,0.013050972666830862,79.812,78.2865,77.08059999999999,76.8019696969697,0.022324092108508463,81.22,79.94,59.18641037103262,1.3769674341038325,1.056519033804592,2020,11,Tuesday
2020-11-04,87.29,85.28,88.5,85.15,71340000.0,0.060899999999999996,0.060889645114243995,80.611,79.003,77.2206,76.95850746268657,0.025410497899577934,82.28,75.54,67.64269829503337,1.9038148949884857,1.2259782060413709,2020,11,Wednesday
2020-11-05,88.13,88.52,89.59,87.05,39760000.0,0.0095,0.009623095429029505,81.39099999999999,79.701,77.339,77.12279411764706,0.025353275188192022,87.29,77.84,67.90441176470587,2.3618997729466855,1.4531625194224338,2020,11,Thursday
2020-11-06,87.99,87.57,88.42,86.83,28620000.0,-0.0016,-0.001588562351072298,82.025,80.3245,77.4702,77.28028985507247,0.025360026849338288,88.13,80.81,72.57367387033398,2.6827138537065593,1.6990727862792587,2020,11,Friday
2020-11-09,88.07,89.8,90.84,87.88,53440000.0,0.001,0.0009091942266166164,82.911,80.81649999999999,77.59219999999999,77.43442857142857,0.024526442729254017,87.99,81.22,71.48692810457516,2.9098734457126625,1.9412329181659396,2020,11,Monday
2020-11-10,86.89,86.49,87.97,85.81,43020000.0,-0.013500000000000002,-0.01339843306460764,83.60600000000001,81.2435,77.7004,77.56760563380281,0.024901251183927605,88.07,82.28,65.87202007528231,2.960555479954337,2.1450974305236192,2020,11,Tuesday
