Date,AAPL,AMZN,JNJ,JPM,META,MSFT,NVDA,TSLA,XOM
2023-04-19,165.7390594482422,104.30000305175781,151.4806671142578,134.45538330078125,214.6881866455078,283.4139099121094,27.91286849975586,180.58999633789062,107.8746337890625
2023-04-20,164.77008056640625,103.80999755859375,152.4593048095703,134.0650177001953,212.07052612304688,281.1146240234375,27.086408615112305,162.99000549316406,107.01399993896484
2023-04-21,163.15847778320312,106.95999908447266,151.6298065185547,133.8079376220703,211.89134216308594,280.77081298828125,27.101396560668945,165.0800018310547,107.35640716552734
2023-04-24,163.4649658203125,106.20999908447266,152.55250549316406,133.9888458251953,211.7917938232422,276.8504638671875,27.024450302124023,162.5500030517578,109.3830337524414
2023-04-25,161.92259216308594,102.56999969482422,153.95053100585938,131.07542419433594,206.57640075683594,270.6113586425781,26.223966598510742,160.6699981689453,107.82836151123047
2023-04-26,161.9126739501953,104.9800033569336,151.5645751953125,128.75228881835938,208.417724609375,290.2130126953125,26.93850326538086,153.75,106.83816528320312
2023-04-27,166.51023864746094,109.81999969482422,151.9187469482422,130.48512268066406,237.44094848632812,299.5078430175781,27.208330154418945,160.19000244140625,108.11524200439453
2023-04-28,167.76593017578125,105.44999694824219,152.5711212158203,131.6181182861328,239.1927032470703,301.8954162597656,27.73099136352539,164.30999755859375,109.5125961303711
2023-05-01,167.67691040039062,102.05000305175781,152.47796630859375,134.43634033203125,242.0392608642578,300.22509765625,28.891237258911133,161.8300018310547,106.11636352539062
2023-05-02,166.63877868652344,103.62999725341797,153.8107147216797,132.2655487060547,238.11776733398438,300.0777282714844,28.191686630249023,160.30999755859375,101.88725280761719
2023-05-03,165.56106567382812,103.6500015258789,151.79757690429688,129.46636962890625,235.91812133789062,299.0853271484375,27.783954620361328,160.61000061035156,99.87911224365234
2023-05-04,163.91978454589844,104.0,151.1078643798828,127.69548797607422,232.42457580566406,300.0777282714844,27.544111251831055,161.1999969482422,98.13009643554688
2023-05-05,171.61203002929688,105.66000366210938,151.6204833984375,130.18997192382812,231.68804931640625,305.2262268066406,28.661386489868164,170.05999755859375,100.57316589355469
2023-05-08,171.54281616210938,105.83000183105469,151.275634765625,130.50416564941406,232.17576599121094,303.2611999511719,29.132078170776367,171.7899932861328,100.97109985351562
2023-05-09,169.83233642578125,106.62000274658203,150.10130310058594,129.8757781982422,232.2752685546875,301.6399230957031,28.55245590209961,169.14999389648438,100.99886322021484
2023-05-10,171.60214233398438,110.19000244140625,150.66050720214844,129.9424285888672,231.9866485595703,306.85723876953125,28.866254806518555,168.5399932861328,99.70327758789062
2023-05-11,171.79000854492188,112.18000030517578,150.04537963867188,129.53302001953125,234.6839141845703,304.6956787109375,28.559450149536133,172.0800018310547,97.89875793457031
2023-05-12,170.8593292236328,110.26000213623047,149.84963989257812,127.67644500732422,232.71322631835938,303.5756530761719,28.32160758972168,167.97999572753906,97.88948822021484
2023-05-15,170.36427307128906,111.19999694824219,148.70327758789062,128.75228881835938,237.73953247070312,304.0569763183594,28.934207916259766,166.35000610351562,98.07617950439453
2023-05-16,170.36427307128906,113.4000015258789,148.50753784179688,127.8858871459961,237.69973754882812,306.29718017578125,29.194040298461914,166.52000427246094,95.69590759277344
2023-05-17,170.97813415527344,115.5,148.18138122558594,131.81805419921875,241.35252380371094,309.192138671875,30.15841293334961,173.86000061035156,97.84281921386719
2023-05-18,173.31471252441406,118.1500015258789,147.70602416992188,132.8177490234375,245.6920623779297,313.6429443359375,31.657438278198242,176.88999938964844,98.72958374023438
2023-05-19,173.42364501953125,116.25,148.10678100585938,132.51307678222656,244.4877471923828,313.4657287597656,31.243709564208984,180.13999938964844,99.18696594238281
2023-05-22,172.47314453125,115.01000213623047,147.30859375,131.41819763183594,247.1551513671875,316.26226806640625,31.155763626098633,188.8699951171875,97.98283386230469
2023-05-23,169.85931396484375,114.98999786376953,147.2522430419922,130.04713439941406,245.5825653076172,310.4328918457031,30.66808319091797,185.77000427246094,99.31764221191406
